record_uid,source,source_layer,source_file,source_record_id,source_name,operator,status,source_latitude,source_longitude,coordinate_valid,geometry_type,facility_size_sqft,campus_area_sqft,mw,canonical_state_source,canonical_county_source,city,address,zip,location_confidence,source_detail_json,normalized_name,normalized_operator,source_is_currently_built,site_group_id
FracTracker:frac_row_1005,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1005,Prince William Digital Gateway,"Compass, QTS Data Centers",Cancelled,38.82437,-77.56874,True,Point,22000000.0,,,VA,Prince William,Gainesville,Pageland Ln,20155.0,High,"{""community_pushback"": ""Yes"", ""date_created"": ""04/10/2024"", ""date_updated"": ""04/20/2026"", ""info_source_1"": ""https://egcss.pwcgov.org/SelfService#/plan/b0fcafed-a7f4-4ea1-8f83-e71a94ebf4f9?tab=attachments"", ""information_source"": ""Media Monitoring"", ""sizerank"": ""Mega campus (>1,000 MW)""}",prince william digital gateway,compass qts,False,site_00010
FracTracker:frac_row_1006,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1006,University Business Park,Microsoft,Proposed,38.79446,-77.58242,True,Point,3800000.0,,,VA,Prince William,Gainesville,13490 UNIVERSITY BLVD,20155.0,High,"{""community_pushback"": ""Unknown"", ""date_created"": ""04/10/2024"", ""date_updated"": ""10/17/2025"", ""info_source_1"": ""https://egcss.pwcgov.org/SelfService#/plan/dba835c0-d92e-4f81-aca7-df3546eddf60"", ""information_source"": ""PEC"", ""sizerank"": ""Unknown""}",university business,microsoft,False,site_00011
PNNL:building_00019787207,PNNL,building,raw-data/data-center-locations/PNNL/PNNL_2026.02.09_building.geojson,building_00019787207,Microsoft Data Center 1,Microsoft,Operating/inferred,38.8024111256264,-77.58237918867958,True,Polygon,248706.0,,,VA,Prince William County,,,,,"{""county_id"": ""153"", ""osm_id"": ""00019787207"", ""ref"": ""1"", ""sqft"": ""248706.0"", ""state"": ""Virginia""}",microsoft 1,microsoft,True,site_00011
PNNL:building_01447029365,PNNL,building,raw-data/data-center-locations/PNNL/PNNL_2026.02.09_building.geojson,building_01447029365,Microsoft Data Center 2,Microsoft,Operating/inferred,38.79995610690815,-77.58337970648039,True,Polygon,247070.0,,,VA,Prince William County,,,,,"{""county_id"": ""153"", ""osm_id"": ""01447029365"", ""ref"": ""2"", ""sqft"": ""247070.0"", ""state"": ""Virginia""}",microsoft 2,microsoft,True,site_00011
FracTracker:frac_row_1007,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1007,Village Place at Gainesville Technology Park,CTP-I LLC,Proposed,38.801834,-77.6206,True,Point,1188143.0,,,VA,Prince William,Gainesville,14403 JOHN MARSHALL HWY,20155.0,High,"{""community_pushback"": ""Unknown"", ""date_created"": ""04/10/2024"", ""date_updated"": ""10/17/2025"", ""info_source_1"": ""https://www.datacenterdynamics.com/en/news/data-center-campus-gets-rezoning-approval-in-prince-william-county-virginia/"", ""information_source"": ""PEC"", ""sizerank"": ""Unknown""}",village place at gainesville technology,ctp i,False,site_00012
FracTracker:frac_row_1008,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1008,Cavalier Innsbrook Data Center,HIGHWOODS PROP,Operating,37.660877,-77.57392,True,Point,,,,VA,Henrico,Glen Allen,4551 COX RD,23060.0,High,"{""community_pushback"": ""Unknown"", ""date_created"": ""04/10/2024"", ""date_updated"": ""10/17/2025"", ""info_source_1"": ""https://realestate.henrico.us/ords/cam/f?p=510101:5:::NO::P5_PARCEL_ID,P5_SEARCH_TYPE:750-765-9452,0"", ""information_source"": ""PEC"", ""sizerank"": ""Unknown""}",cavalier innsbrook,highwoods prop,True,site_00013
FracTracker:frac_row_1009,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1009,Hunter Hawking Data Center,,Cancelled,37.71385,-77.6231,True,Point,4000000.0,,900,VA,Hanover,Glen Allen,15201 Ashland Rd,23059.0,High,"{""community_pushback"": ""Yes"", ""date_created"": ""09/10/2025"", ""date_updated"": ""03/16/2026"", ""info_source_1"": ""https://www.wtvr.com/news/local-news/hanover-data-center-proposal-sept-8-2025"", ""information_source"": ""Media Monitoring"", ""sizerank"": ""Hyperscale (100-999 MW)""}",hunter hawking,,False,site_00014
FracTracker:frac_row_101,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_101,Cogent Data Center Atlanta 1,Cogent Communications,Operating,33.75585,-84.39107,True,Point,,,,GA,Fulton,Atlanta,55 Marietta Street NW (Suite 950),30303.0,High,"{""community_pushback"": ""Unknown"", ""date_created"": ""10/16/2025"", ""date_updated"": ""04/24/2026"", ""info_source_1"": ""https://baxtel.com/data-center/cogent-atlanta-55-marietta"", ""information_source"": ""Sci4GA"", ""sizerank"": ""Unknown""}",cogent atlanta 1,cogent communications,True,site_00015
FracTracker:frac_row_1010,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1010,Green Energy Ventures Data Center,,Proposed,38.256557,-77.29122,True,Point,6500000.0,,,VA,King George,,Graves Corner Northwest of the intersection of Bloomsbury Road and Kings HWY,22485.0,Medium,"{""community_pushback"": ""Unknown"", ""date_created"": ""07/17/2025"", ""date_updated"": ""10/17/2025"", ""info_source_1"": ""https://kinggeorgetechnologycenter.com/submissions/"", ""information_source"": ""PEC"", ""sizerank"": ""Unknown""}",green energy ventures,,False,site_00016
FracTracker:frac_row_1011,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1011,Unnamed Data Center,"BOLES, BRENDA ET ALS EAST, SHARON ET ALS BOLES, DOUGLAS ET ALS KELLEY, OTEY HARRIS III ET ALS KELLEY, CHARLES ET ALS",Proposed,36.98035,-79.35187,True,Point,2280801.0,,,VA,Pittsylvania,Gretna,6321 ROCKFORD SCH RD,24557.0,High,"{""community_pushback"": ""Unknown"", ""date_created"": ""01/15/2025"", ""date_updated"": ""10/17/2025"", ""info_source_1"": ""https://experience.arcgis.com/experience/72964533b5b14058835193306c7a33bc#data_s=id%3AdataSource_4-18e66caa3c0-layer-48%3A1299%2Cid%3Awidget_251_output_config_9%3A0&widget_101=active_datasource_id:dataSource_4,center:-8833175.170597687%2C4436226.724131098%2C102100,scale:3328.2265114471415,rotation:0,viewpoint:%7B%22rotation%22%3A0%2C%22scale%22%3A3328.2265114471415%2C%22targetGeometry%22%3A%7B%22spatialReference%22%3A%7B%22latestWkid%22%3A3857%2C%22wkid%22%3A102100%7D%2C%22x%22%3A-8833175.170597687%2C%22y%22%3A4436226.724131098%7D%7D"", ""information_source"": ""PEC"", ""sizerank"": ""Unknown""}",unnamed,boles brenda et als east sharon et als boles douglas et als kelley otey harris iii et als kelley charles et als,False,site_00017
FracTracker:frac_row_1012,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1012,DBT Data Cyber Integration Center,AC 139 TYCO STREET LLC,Expanding,38.462486,-78.8568,True,Point,95500.0,,,VA,Harrisonburg,Harrisonburg,139 TYCO ST,22802.0,High,"{""community_pushback"": ""Unknown"", ""date_created"": ""04/10/2024"", ""date_updated"": ""02/10/2026"", ""info_source_1"": ""https://gis.vgsi.com/HarrisonburgVAMap/"", ""information_source"": ""PEC"", ""sizerank"": ""Unknown""}",dbt cyber integration,ac 139 tyco street,False,site_00018
FracTracker:frac_row_1013,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1013,AMAZON DATA SERVICES INC,Amazon,Operating,38.815937,-77.652245,True,Point,453174.0,,,VA,Prince William,Haymarket,15435 JOHN MARSHALL HWY,20169.0,High,"{""community_pushback"": ""Unknown"", ""date_created"": ""07/15/2025"", ""date_updated"": ""10/17/2025"", ""info_source_1"": ""https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=014988&mtab=property&p=014988"", ""information_source"": ""PEC"", ""sizerank"": ""Unknown""}",amazon services,amazon,True,site_00019
FracTracker:frac_row_1014,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1014,DC 11 DE LLC (Amazon),Amazon,Operating,38.815174,-77.64868,True,Point,236082.0,,,VA,Prince William,Haymarket,15395 JOHN MARSHALL HWY,20169.0,High,"{""community_pushback"": ""Unknown"", ""date_created"": ""07/15/2025"", ""date_updated"": ""10/17/2025"", ""info_source_1"": ""https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=211089&mtab=property&p=211089"", ""information_source"": ""PEC"", ""sizerank"": ""Unknown""}",11 de amazon,amazon,True,site_00019
NAICS:naics_240,NAICS,,raw-data/data-center-locations/NAICS/NAICS_518210_05_07_26.csv,naics_240,"AMAZON DATA SERVICES, INC. IAD-55 IAD-64 IAD-84",,Operating/inferred,38.81733,-77.64686,True,Point,,,,,,,,,,"{""naics"": ""518210"", ""registry_id"": ""110056292168"", ""valid"": true}",amazon services iad 55 iad 64 iad 84,,True,site_00019
PNNL:building_00222672860,PNNL,building,raw-data/data-center-locations/PNNL/PNNL_2026.02.09_building.geojson,building_00222672860,Amazon IAD-55,Amazon Web Services,Operating/inferred,38.81506150876172,-77.64876376105127,True,Polygon,228140.0,,,VA,Prince William County,,,,,"{""county_id"": ""153"", ""osm_id"": ""00222672860"", ""ref"": ""IAD55"", ""sqft"": ""228140.0"", ""state"": ""Virginia""}",amazon iad 55,amazon web services,True,site_00019
PNNL:building_00697021948,PNNL,building,raw-data/data-center-locations/PNNL/PNNL_2026.02.09_building.geojson,building_00697021948,Amazon IAD64,Amazon Web Services,Operating/inferred,38.815132406574214,-77.65291934437082,True,Polygon,147547.0,,,VA,Prince William County,,,,,"{""county_id"": ""153"", ""osm_id"": ""00697021948"", ""ref"": ""IAD64"", ""sqft"": ""147547.0"", ""state"": ""Virginia""}",amazon iad64,amazon web services,True,site_00019
PNNL:building_00828135845,PNNL,building,raw-data/data-center-locations/PNNL/PNNL_2026.02.09_building.geojson,building_00828135845,Amazon IAD84,Amazon Web Services,Operating/inferred,38.8161031223026,-77.65249934084503,True,Polygon,152692.0,,,VA,Prince William County,,,,,"{""county_id"": ""153"", ""osm_id"": ""00828135845"", ""ref"": ""IAD84"", ""sqft"": ""152692.0"", ""state"": ""Virginia""}",amazon iad84,amazon web services,True,site_00019
PNNL:building_01280340216,PNNL,building,raw-data/data-center-locations/PNNL/PNNL_2026.02.09_building.geojson,building_01280340216,Amazon Web Services,Amazon Web Services,Operating/inferred,38.81459760122616,-77.65433143122239,True,Polygon,14389.0,,,VA,Prince William County,,,,,"{""county_id"": ""153"", ""osm_id"": ""01280340216"", ""ref"": """", ""sqft"": ""14389.0"", ""state"": ""Virginia""}",amazon web services,amazon web services,True,site_00019
PNNL:building_01280340217,PNNL,building,raw-data/data-center-locations/PNNL/PNNL_2026.02.09_building.geojson,building_01280340217,Amazon Web Services,Amazon Web Services,Operating/inferred,38.81696824406837,-77.65215913005484,True,Polygon,149332.0,,,VA,Prince William County,,,,,"{""county_id"": ""153"", ""osm_id"": ""01280340217"", ""ref"": """", ""sqft"": ""149332.0"", ""state"": ""Virginia""}",amazon web services,amazon web services,True,site_00019
PNNL:campus_00697021949,PNNL,campus,raw-data/data-center-locations/PNNL/PNNL_2026.02.09_campus.geojson,campus_00697021949,,Amazon,Operating/inferred,38.81581597741176,-77.65269565653946,True,MultiPolygon,,1278242.0,,VA,Prince William County,,,,,"{""county_id"": ""153"", ""osm_id"": ""00697021949"", ""ref"": """", ""sqft"": ""1278242.0"", ""state"": ""Virginia""}",,amazon,True,site_00019
FracTracker:frac_row_1015,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1015,EdgeConneX Richmond - EDCRIC01,NORTH RUN LH LLC,Operating,37.63892,-77.46779,True,Point,17888.0,,,VA,Henrico,Henrico,1450 E PARHAM RD,23228.0,High,"{""community_pushback"": ""Unknown"", ""date_created"": ""04/10/2024"", ""date_updated"": ""10/17/2025"", ""info_source_1"": ""https://realestate.henrico.us/ords/cam/f?p=510101:5:::NO::P5_PARCEL_ID,P5_SEARCH_TYPE:781-757-7788,0"", ""information_source"": ""PEC"", ""sizerank"": ""Unknown""}",edgeconnex richmond edcric01,north run lh,True,site_00020
FracTracker:frac_row_1016,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1016,Lumen Richmond 2,LEVEL 3 COMMUNICATIONS LLC,Operating,37.623894,-77.50267,True,Point,5522.0,,,VA,Henrico,Henrico,8145 Staples Mill Road,23228.0,High,"{""community_pushback"": ""Unknown"", ""date_created"": ""04/10/2024"", ""date_updated"": ""10/17/2025"", ""info_source_1"": ""https://realestate.henrico.us/ords/cam/f?p=510101:5:::NO::P5_PARCEL_ID,P5_SEARCH_TYPE:771-752-8623,0"", ""information_source"": ""PEC"", ""sizerank"": ""Unknown""}",lumen richmond 2,level 3 communications,True,site_00021
FracTracker:frac_row_1017,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1017,Equinix DC 97,LDI PROPCO 2 LLC,Operating,38.96167,-77.37743,True,Point,63912.0,,,VA,Fairfax,Herndon,460 SPRINGPARK PL,20170.0,High,"{""community_pushback"": ""Unknown"", ""date_created"": ""04/10/2024"", ""date_updated"": ""10/17/2025"", ""info_source_1"": ""https://icare.fairfaxcounty.gov/ffxcare/Datalets/Datalet.aspx?mode=&UseSearch=no&pin=0162%2054%20%200002&jur=129&taxyr=2025"", ""information_source"": ""PEC"", ""sizerank"": ""Unknown""}",equinix 97,ldi propco 2,True,site_00022
PNNL:building_00221897579,PNNL,building,raw-data/data-center-locations/PNNL/PNNL_2026.02.09_building.geojson,building_00221897579,Equinix DC97,,Operating/inferred,38.96157142283795,-77.37742307519908,True,Polygon,43991.0,,,VA,Fairfax County,,,,,"{""county_id"": ""059"", ""osm_id"": ""00221897579"", ""ref"": """", ""sqft"": ""43991.0"", ""state"": ""Virginia""}",equinix dc97,,True,site_00022
FracTracker:frac_row_1018,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1018,Renaissance Technology Park,RP INDUSTRIAL OWNER II LLC,Proposed,38.932446,-77.42387,True,Point,2136040.0,,,VA,Fairfax,Herndon,13850 PARK CENTER RD,20171.0,High,"{""community_pushback"": ""Unknown"", ""date_created"": ""04/10/2024"", ""date_updated"": ""10/17/2025"", ""info_source_1"": ""https://www.fairfaxcounty.gov/planning-development/sites/planning-development/files/Assets/Documents/PDF/data-centers-report.pdf#page=1"", ""information_source"": ""PEC"", ""sizerank"": ""Unknown""}",renaissance technology,rp industrial owner ii,False,site_00023
FracTracker:frac_row_102,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_102,Cogent Data Center Atlanta 2,Cogent Communications,Operating,33.722496,-84.412796,True,Point,36172.0,,,GA,Fulton,Atlanta,1190 Allene Ave SW,30310.0,High,"{""community_pushback"": ""Unknown"", ""date_created"": ""10/16/2025"", ""date_updated"": ""10/16/2025"", ""info_source_1"": """", ""information_source"": ""Sci4GA"", ""sizerank"": ""Unknown""}",cogent atlanta 2,cogent communications,True,site_00024
FracTracker:frac_row_1020,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1020,EdgeCore,,Suspended,37.88311,-78.0388,True,Point,3900000.0,,1100,VA,Goochland,Kents Store,5735 State Rte 653,23084.0,Medium,"{""community_pushback"": ""Unknown"", ""date_created"": ""06/26/2025"", ""date_updated"": ""06/26/2025"", ""info_source_1"": ""https://www.datacenterdynamics.com/en/news/edgecore-to-develop-11gw-data-center-in-louisa-county-virginia/"", ""information_source"": ""Media Monitoring"", ""sizerank"": ""Mega campus (>1,000 MW)""}",edgecore,,False,site_00025
FracTracker:frac_row_1021,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1021,Birchwood AWS,Amazon,Proposed,38.266403,-77.317726,True,Point,7250000.0,,,VA,King George,King George,10900 BIRCHWOOD DR,22485.0,High,"{""community_pushback"": ""Unknown"", ""date_created"": ""04/10/2024"", ""date_updated"": ""10/17/2025"", ""info_source_1"": ""https://www.datacenterdynamics.com/en/news/virginias-king-george-county-looks-to-approve-75m-sq-ft-data-center-park-for-amazon/"", ""information_source"": ""PEC"", ""sizerank"": ""Unknown""}",birchwood aws,amazon,False,site_00026
FracTracker:frac_row_1022,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1022,Dahlgren West,,Proposed,38.30985,-77.11264,True,Point,9000000.0,,,VA,King George,King George,"west of the intersection of Route 301 and Route 616, just up the road from the Chestnut Hill Loop",22485.0,Medium,"{""community_pushback"": ""Unknown"", ""date_created"": ""07/17/2025"", ""date_updated"": ""10/17/2025"", ""info_source_1"": ""https://www.datacenterdynamics.com/en/news/9-million-sq-ft-data-center-campus-proposed-in-virginias-king-george-county/"", ""information_source"": ""PEC"", ""sizerank"": ""Unknown""}",dahlgren west,,False,site_00027
FracTracker:frac_row_1023,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1023,Ladysmith Technology Park,,Proposed,38.0269,-77.50431,True,Point,1684480.0,,,VA,Caroline,,"Ladysmith Road, northwest of I-95 & Ladysmith Road Intersection",22546.0,Medium,"{""community_pushback"": ""Unknown"", ""date_created"": ""07/17/2025"", ""date_updated"": ""10/17/2025"", ""info_source_1"": ""https://co.caroline.va.us/DocumentCenter/View/10114/SP-26-2024--Ladysmith-Tech-Park--Port-Royal"", ""information_source"": ""PEC"", ""sizerank"": ""Unknown""}",ladysmith technology,,False,site_00028
FracTracker:frac_row_1024,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1024,Leesburg Data Center,Amazon,Proposed,39.06878,-77.5313,True,Point,,,,VA,Loudoun,Leesburg,"41789 Cochran Mill Rd, Leesburg, VA 20175",20175.0,High,"{""community_pushback"": ""Unknown"", ""date_created"": ""05/13/2025"", ""date_updated"": ""05/13/2025"", ""info_source_1"": ""https://www.datacenterdynamics.com/en/news/amazon-acquires-100-acres-in-leesburg-virginia-for-potential-data-center-development/"", ""information_source"": ""Media Monitoring"", ""sizerank"": ""Unknown""}",leesburg,amazon,False,site_00029
FracTracker:frac_row_1025,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1025,Cochran Mill Road,,Proposed,39.074635,-77.51654,True,Point,811129.0,,,VA,Loudoun,Leesburg,42277 COCHRAN MILL RD,20175.0,High,"{""community_pushback"": ""Unknown"", ""date_created"": ""08/11/2025"", ""date_updated"": ""10/17/2025"", ""info_source_1"": ""https://loudouncountyvaeg.tylerhost.net/prod/selfservice#/plan/308CC962-0022-4914-AE51-DC263552E62C?tab=attachments"", ""information_source"": ""PEC"", ""sizerank"": ""Unknown""}",cochran mill road,,False,site_00030
FracTracker:frac_row_1026,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1026,COMPASS DATACENTERS IAD I,COMPASS DATACENTERS IAD I LLC,Operating,39.04382,-77.5376,True,Point,551029.0,,,VA,Loudoun,Leesburg,42247 THUNDERBALL DR,20175.0,High,"{""community_pushback"": ""Unknown"", ""date_created"": ""08/11/2025"", ""date_updated"": ""10/17/2025"", ""info_source_1"": ""https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=194103673001&jur=107&taxyr=2024&LMparent=20"", ""information_source"": ""PEC"", ""sizerank"": ""Unknown""}",compass iad i,compass iad i,True,site_00031
PNNL:building_01387391201,PNNL,building,raw-data/data-center-locations/PNNL/PNNL_2026.02.09_building.geojson,building_01387391201,TikTok Data Center,True North Data Solutions,Operating/inferred,39.04424691818141,-77.53799755610363,True,Polygon,169768.0,,,VA,Loudoun County,,,,,"{""county_id"": ""107"", ""osm_id"": ""01387391201"", ""ref"": """", ""sqft"": ""169768.0"", ""state"": ""Virginia""}",tiktok,true north solutions,True,site_00031
PNNL:campus_01387391200,PNNL,campus,raw-data/data-center-locations/PNNL/PNNL_2026.02.09_campus.geojson,campus_01387391200,True North Data Centers,True North Data Solutions,Operating/inferred,39.04372564306367,-77.53741191978271,True,MultiPolygon,,4583218.0,,VA,Loudoun County,,,,,"{""county_id"": ""107"", ""osm_id"": ""01387391200"", ""ref"": """", ""sqft"": ""4583218.0"", ""state"": ""Virginia""}",true north,true north solutions,True,site_00031
FracTracker:frac_row_1027,FracTracker,,raw-data/data-center-locations/FracTracker/FracTracker_01_29_26.csv,frac_row_1027,Cross Mill Center,"Kuhn, Charles C/JK Holdings II LLC",Proposed,39.06295,-77.550476,True,Point,546500.0,,,VA,Loudoun,Leesburg,20040 SYCOLIN RD,20175.0,High,"{""community_pushback"": ""Unknown"", ""date_created"": ""04/10/2024"", ""date_updated"": ""10/17/2025"", ""info_source_1"": ""https://loudouncountyvaeg.tylerhost.net/prod/selfservice#/plan/CD62CC69-C15B-4904-B924-014D7E4659E6"", ""information_source"": ""PEC"", ""sizerank"": ""Unknown""}",cross mill,kuhn charles jk holdings ii,False,site_00032
