ejam_uniq_id,lat,lon,REGISTRY_ID,PRIMARY_NAME,NAICS,valid,invalid_msg
231,37.37036,-121.96989,110055766443,SAVVIS COMMUNICATIONS - SC5,518210,TRUE,
232,33.91562,-118.38456,110055768673,DIGITAL 2260 EAST EL SEGUNDO LLC,"518210, 541513",TRUE,
233,37.41286,-121.97849,110055814016,SANTA CLARA STADIUM TECHCENTER,"518210, 531390",TRUE,
234,38.587053,-121.528154,110055844216,"ISTREET SOLUTIONS, LLC DATA CENTER",518210,TRUE,
235,37.37032,-121.9698,110055850921,CYXTERA COMMUNICATIONS  LLC SC4-5,518210,TRUE,
236,37.37505,-121.95807,110055880257,"DIGITAL 1725 COMSTOCK, LLC",518210,TRUE,
237,37.37859,-121.95803,110055880266,"DIGITAL ALFRED, LLC",518210,TRUE,
238,40.820406,-74.135973,110056067964,THOMSON REUTERS,518210,TRUE,
239,41.59705,-93.75442,110056288663,CDS GLOBAL INC,518210,TRUE,
240,38.81733,-77.64686,110056292168,"AMAZON DATA SERVICES, INC. IAD-55 IAD-64 IAD-84",518210,TRUE,
241,40.25978,-76.92042,110056297172,HP ENTERPRISE SVC LLC/CAMP HILL,518210,TRUE,
242,39.02697,-77.4591,110056298340,"AMAZON DATA SERVICES, INC. IAD 50 IAD 60 IAD-71 IAD-78 IAD-79 IAD-80 (74049)",518210,TRUE,
243,41.13253,-96.144987,110056366819,THE TRAVELERS INDEMNITY CO,518210,TRUE,
244,41.87156,-87.643103,110056415561,ALTEREDSCALE,518210,TRUE,
245,44.29236,-71.79977,110056431927,"SECURED NETWORK SERVICES, INC.",518210,TRUE,
246,38.73854,-77.20822,110056440338,U.S. CUSTOMS AND BORDER PROTECTION,518210,TRUE,
247,40.90922,-74.235,110057018748,CYRUSONE INC,518210,TRUE,
248,40.776351,-74.072007,110057081571,EQUINIX NY6 BUSINESS SUITES,518210,TRUE,
249,39.80765,-75.09198,110057082099,ATRIXWARE,518210,TRUE,
250,42.294537,-85.582178,110057186129,OMEGA COMPUTER SERVICES,518210,TRUE,
251,37.33844,-121.91016,110058301350,SWITCH & DATA CA TWO LLC,"518210, 541519",TRUE,
252,42.54722,-83.12056,110058308647,BEAUMONT INFORMATION TECHNOLOGY CENTER,518210,TRUE,
253,37.78534,-122.39545,110058309138,BRACKET GLOBAL LLC,518210,TRUE,
254,37.334393,-121.891418,110058311802,CORESITE,518210,TRUE,
255,37.23288,-121.77867,110058314042,"ISCS, INC",518210,TRUE,
256,37.7794,-122.39405,110058314079,HOSTING COM,518210,TRUE,
257,37.37502,-121.95597,110058315531,1525 COMSTOCK  C/O DIGITAL REA,518210,TRUE,
258,37.40447,-122.03594,110058316246,JAY PAUL COMPANY,518210,TRUE,
259,37.37657,-121.98853,110058319449,"TERREMARK NORTH AMERICA, INC",518210,TRUE,
260,37.37607,-121.98852,110058319635,TERREMARK WORLDWIDE INC,518210,TRUE,
261,37.38826,-121.88841,110058319975,EQUINIX LLC,"518210, 541513",TRUE,
262,37.39896,-122.05746,110058320197,GOOGLE LLC,518210,TRUE,
263,37.39399,-121.97827,110058334823,"QUALITY INVESTMENT PROPERTIES SANTA CLARA, LLC",518210,TRUE,
264,37.37498,-121.95414,110058334841,COMSTOCK DATA CENTER,518210,TRUE,
265,37.92597,-122.01818,110058334976,KAISER PERMANENTE WALNUT CREEK DATA CENTER,518210,TRUE,
266,37.37259,-121.9735,110058338473,"VANTAGE DATA CENTERS MANAGEMENT CO , LLC",518210,TRUE,
267,37.37667,-121.95316,110058343252,1101 SPACE PARK PARTNERS  LLC,518210,TRUE,
268,37.37505,-121.95807,110058343555,DIGITAL REALTY TRUST,518210,TRUE,
269,37.69941,-121.89402,110058347105,KAISER PERMANENTE,518210,TRUE,
270,39.80038,-121.85562,110058351126,DIGITAL PATH,518210,TRUE,
271,37.53841,-122.32506,110058351411,USPS SAN MATEO INFORMATION TECHNOLOGY AND ACCT SVC,518210,TRUE,
272,38.6503,-121.4892,110058355346,RAGING WIRE DATA CENTER,"518210, 541513",TRUE,
273,37.79903,-122.28282,110058362150,DIGITAL 720 2ND LLC,518210,TRUE,
274,38.25696,-122.27394,110058370150,REGULUS,518210,TRUE,
275,37.333442,-121.888543,110058373969,DATAPIPE INC,518210,TRUE,
276,37.40849,-121.94854,110058373978,SAMSUNG DATA CENTER,518210,TRUE,
277,41.17787,-95.92689,110058407674,OMAHA DATA CENTER,518210,TRUE,
278,41.13169,-96.04289,110058407683,MIDLANDS DATA CENTER,518210,TRUE,
279,45.30071,-93.62842,110058888565,TARGET TECHNOLOGY CENTER,"045211, 452112, 452210, 455110, 518210, 551114",TRUE,
280,38.98837,-77.43831,110058901568,"AMAZON DATA SERVICES, INC. IAD-51 IAD-56 IAD-88  IAD-89",518210,TRUE,
281,40.67614,-75.37758,110058903058,TIERPOINT PENNSYLVANIA TWO LLC,518210,TRUE,
282,28.42807,-81.42271,110058903110,CORESITE REAL ESTATE OR1 LLC,518210,TRUE,
283,41.845803,-88.007315,110059725873,360 TCS LLC,518210,TRUE,
284,40.078316,-75.399924,110059984744,US LIABILITY INS GROUP/WAYNE,518210,TRUE,
285,47.627934,-122.132398,110061141349,EMC CORP,518210,TRUE,
286,35.58973,-81.25638,110061453421,APPLE MAIDEN DATA CENTER,"518210, 541513",TRUE,
287,36.163,-86.77658,110061590345,"H5 FUND VII, LLC",518210,TRUE,
288,33.745861,-84.585606,110061650100,"GOOGLE, LLC",518210,TRUE,
289,32.93054,-97.10471,110061671944,RACKSPACE HOSTING,518210,TRUE,
290,39.00543,-77.44346,110061853739,AMERICAN REAL ESTATE PARTNERS (AREP),"517110, 517810, 517919, 518210",TRUE,
291,36.035835,-86.640513,110063226637,HCA IT&S,518210,TRUE,
292,36.11308,-86.64143,110063231097,CHANGE HEALTHCARE,518210,TRUE,
293,33.493321,-112.070426,110063619516,LMK_PHX,518210,TRUE,
294,39.024525,-77.413758,110064024452,CYRUSONE LOUDOUN TECH CENTER,518210,TRUE,
295,32.82785,-117.12968,110064261436,COMPUTER SCIENCES CORP DOMESTIC ENT,518210,TRUE,
296,37.5,-120.877,110064264399,CHARTER COMMUNICATIONS,518210,TRUE,
297,39.5878,-104.87631,110064533447,EQUINIX LLC - EQUINIX LLC DE1,"238210, 518210",TRUE,
298,37.50967,-122.00206,110064682703,APPLE INC,518210,TRUE,
299,41.13272,-96.1395,110064734202,FIREBALL GROUP LLC DATA CENTER,"518210, 541519",TRUE,
300,41.84339,-87.66583,110064847019,QUALITY TECHNOLOGY SERVICES LLC,518210,TRUE,
301,38.58929,-121.5592,110064979224,XEROX STATE HEALTHCARENA LLC,518210,TRUE,
302,38.589855,-121.565771,110065066047,DATABANK IMX (WEST SACRAMENTONA CA),518210,TRUE,
303,37.37017,-121.97305,110065218703,VERINT,518210,TRUE,
304,38.565499,-121.472857,110065397396,SUTTER HEALTH DATA CENTER,518210,TRUE,
305,37.38597,-121.90028,110065441640,AVAGO TECHNOLOGIES,518210,TRUE,
306,37.72305,-122.39799,110065554153,200 PAULNA LLC,518210,TRUE,
307,34.04734,-118.25747,110065731462,GIP 7TH STREETNA LLC,"518210, 531110",TRUE,
308,37.39921,-122.0519,110065734557,GOOGLE LLC,"514191, 518210",TRUE,
309,37.405318,-122.033384,110065751430,GOOGLE LLC,"517919, 518210",TRUE,
310,37.927829,-122.01993,110065757194,KAISER WALNUT CREEK DATA CENTER,518210,TRUE,
311,33.90216,-118.36924,110065797846,LUNARPAGES,518210,TRUE,
312,38.59241,-121.27208,110065805365,GLOBAL GOLD CAMPNA LLC,518210,TRUE,
313,39.79774,-121.85088,110066233472,TRI COUNTIES BANK OPERATIONS CENTER,"518210, 522110",TRUE,
314,33.93056,-118.40202,110066457603,RAYCOM DATA TECHNOLOGIES,518210,TRUE,
315,33.77504,-118.14651,110066573121,CHIPTON-ROSSNA INC.,518210,TRUE,
316,37.242637,-121.781594,110066587562,EQUINIX INC SVS,"518210, 541513",TRUE,
317,37.33363,-121.88796,110066651509,150 S. FIRST STREETNA LLC,518210,TRUE,
318,33.85612,-117.5405,110066703062,KAISER 1850,518210,TRUE,
319,33.270448,-111.882105,110066858323,CYRUSONE,518210,TRUE,
320,40.15993,-74.05319,110066995808,NJFX DATA CENTER,518210,TRUE,
321,38.7803,-77.55732,110067012672,"AMAZON DATA SERVICES, INC. IAD-73 IAD-74 IAD-602 IAD-193 IAD-194",518210,TRUE,
322,38.91865,-77.49211,110067157524,"AMAZON DATA SERVICES, INC. IAD-61 IAD-63 IAD-65  IAD-86",518210,TRUE,
323,38.983484,-76.930771,110067546052,IONQINC,518210,TRUE,
324,36.07405,-79.97069,110067675929,KOFILE PRESERVATION,518210,TRUE,
325,44.86288,-93.32892,110067764832,DATABANK HOLDINGS,518210,TRUE,
326,44.97459,-93.25103,110068453453,SUPERCOMPUTER LLC,518210,TRUE,
327,45.105257,-93.333844,110068517340,RW DATA INC,"051821, 518210",TRUE,
328,46.742969,-92.220296,110068542919,VIKING MICROGRAPHICS,"051821, 518210",TRUE,
329,44.97459,-93.25103,110068917373,SUPERCOMPUTER LLC,"051821, 061131, 518210, 611310",TRUE,
330,40.63638,-75.45792,110069325091,"INETU, INC",518210,TRUE,
331,36.05989,-115.20783,110069326599,SWITCH LTD.,518210,TRUE,
332,39.024934,-77.459026,110069427338,VA2 DATA CENTER,518210,TRUE,
333,40.09509,-75.40933,110069468132,CSL BEHRING DATA CTR/KING OF PRUSSIA,518210,TRUE,
334,36.974728,-82.523848,110069468757,DP FACILITIES INC SOUTH LLC,518210,TRUE,
335,41.269607,-96.095,110069469961,ENSONO OMAHA DATA CENTER,518210,TRUE,
336,39.55905,-104.83936,110069566945,VIAWEST INC - ENGLEWOOD DATA CENTER,518210,TRUE,
337,38.95152,-77.5181,110069993200,"AMAZON DATA SERVICES, INC. IAD-62/68/81/83/93/609/614",518210,TRUE,
338,33.77525,-84.38731,110069993362,"DATA CENTER ATLANTA, LLC",518210,TRUE,
339,41.916653,-87.913184,110070029337,ASCENT LLC,518210,TRUE,
340,38.719444,-77.49734,110070049664,CLOUD HQ,518210,TRUE,
341,36.11308,-86.64143,110070059697,CHANGE HEALTHCARE,518210,TRUE,
342,40.063167,-83.132723,110070059795,CMH052 (0125124016),518210,TRUE,
343,37.763917,-122.40715,110070060061,ICDC LLC,518210,TRUE,
344,34.178363,-118.872928,110070060754,"BONAFIDE MANAGEMENT SYSTEMS, INC.",518210,TRUE,
345,36.05989,-115.20783,110070060789,SWITCH COMMUNICATIONS,518210,TRUE,
346,37.392197,-121.921893,110070061118,AVNET  INC,518210,TRUE,
347,37.846385,-122.294366,110070061457,365 DATA CENTERS,518210,TRUE,
348,37.390755,-121.970075,110070061499,DATA DOMAIN,518210,TRUE,
349,37.654015,-122.395748,110070061791,EXELIXIS DATA CENTER,518210,TRUE,
350,33.36539,-86.78153,110070062123,REGIONS OPERATIONS CENTER,518210,TRUE,
351,40.10283,-83.19872,110070062541,CMH051 (0125064021),518210,TRUE,
352,40.084989,-82.752167,110070062542,CMH050 (0145000544),518210,TRUE,
353,36.163,-86.77658,110070062863,"H5 FUND VIII, LLC",518210,TRUE,
354,37.47658,-77.23286,110070072383,SCOUT DEVELOPMENT LLC,518210,TRUE,
355,42.68794,-84.64238,110070100843,LIQUID WEB,518210,TRUE,
356,42.70547,-84.66737,110070100844,LIQUID WEB,518210,TRUE,
357,42.690643,-84.642389,110070101766,LIQUID WEB,518210,TRUE,
358,38.776822,-77.536673,110070106480,"AMAZON DATA SERVICES, INC. IAD-75 IAD-85 IAD-95 IAD-96",518210,TRUE,
359,40.063167,-83.132723,110070106532,CMH052,518210,TRUE,
360,34.055504,-118.248839,110070119421,"AMAZON DATA SERVICES, INC - LAX3",518210,TRUE,
361,37.417318,-121.920619,110070119422,"AMAZON DATA SERVICES, INC - SFO50",518210,TRUE,
362,37.72307,-122.398592,110070119423,"AMAZON DATA SERVICES, INC - SFO8",518210,TRUE,
363,37.376819,-121.970199,110070124450,"AMAZON DATA SERVICES, INC - SFO20",518210,TRUE,
364,37.254015,-121.811866,110070124451,"AMAZON DATA SERVICES, INC - SFO5",518210,TRUE,
365,37.439268,-122.151076,110070124452,"AMAZON DATA SERVICES, INC - SFO4",518210,TRUE,
366,38.98621,-77.42487,110070156113,CYRUSONE NORTHERN VIRGINIA DATA CENTER - SHAW ROAD (74109),518210,TRUE,
367,39.025917,-77.436317,110070156162,CYRUSONE KINCORA,518210,TRUE,
368,33.621379,-83.687039,110070156253,"MORNING HORNET, LLC",518210,TRUE,
369,33.927016,-118.399588,110070157669,"AMAZON DATA SERVICES, INC - LAX51",518210,TRUE,
370,34.049751,-118.23807,110070157670,"AMAZON DATA SERVICES, INC - LAX50",518210,TRUE,
371,33.916392,-118.397177,110070157671,"AMAZON DATA SERVICES, INC - LAX52",518210,TRUE,
372,37.373085,-121.970011,110070157678,"AMAZON DATA SERVICES, INC.",518210,TRUE,
373,37.377649,-121.973048,110070157682,"AMAZON DATA SERVICES, INC - SFO53",518210,TRUE,
374,37.62557,-122.11234,110070157687,"A100 US, LLC -SFO9",518210,TRUE,
375,37.625784,-122.112575,110070158222,"AMAZON DATA SERVICES, INC - SFO11",518210,TRUE,
376,28.05364,-80.58903,110070162930,RAYTHEON COI FLORIDA EXPANSION,"334111, 518210",TRUE,
377,42.704266,-84.667409,110070201247,"LIQUID WEB, INC.",518210,TRUE,
378,39.55019,-105.03509,110070208615,CYXTERA DN2,518210,TRUE,
379,42.956167,-71.482509,110070222730,HEALTH DIALOG BEDFORD DATACENTER,518210,TRUE,
380,45.048737,-93.401168,110070246440,GLOBAL EWASTE SOLUTIONS,"334118, 518210, 541511, 541512, 541519, 562920, 811210, 811212",TRUE,
381,36.62976,-87.2561,110070251348,FOXMAN LLC DBA FOXMAN - CLARKSVILLE DATA CENTER,"237990, 518210",TRUE,
382,41.6654,-93.5105,110070253862,"SICULUS, INC",518210,TRUE,
383,41.70046,-71.14742,110070254002,CONGRUITY 360 LLC,518210,TRUE,
384,41.12561,-104.89644,110070255951,MICROSOFT CHEYENNE DATA CENTER,518210,TRUE,
385,39.037742,-77.449324,110070361557,"AMAZON DATA SERVICES, INC. IAD-114 IAD-115",518210,TRUE,
386,38.94928,-77.37378,110070361655,CORESITE RESTON CAMPUS (74130),518210,TRUE,
387,42.37797,-71.0809,110070384291,INTERNAP CORP,518210,TRUE,
388,43.658,-70.26141,110070386062,"CADC PORTLAND 340, LLC",518210,TRUE,
389,38.94904,-77.52616,110070386064,WHEELER DATA CENTER,518210,TRUE,
390,36.2398,-95.33297,110070393662,PRY DATA STORAGE FACILITY,518210,TRUE,
391,42.64928,-71.18357,110070397557,HEWLETT PACKARD ENTERPRISE,518210,TRUE,
392,37.408195,-122.026418,110070419870,GOOGLE LLC,"518210, 541511",TRUE,
393,42.35534,-71.06032,110070431909,MARKLEY BOSTON LLC,"518210, 531120",TRUE,
394,42.6304,-71.3043,110070432025,MARKLEY LOWELL,518210,TRUE,
395,38.650284,-121.491905,110070483322,RAGINGWIRE DATA CENTERS INC,518210,TRUE,
396,37.775232,-122.417523,110070487710,SQUARE INC,518210,TRUE,
397,40.11356,-74.99651,110070492404,VANGUARD GROUP INC/PHILADELPHIA,518210,TRUE,
398,33.654724,-112.110141,110070507328,ALIGNED ENERGY DATA CENTERS (PHOENIX),518210,TRUE,
399,39.7458,-104.99543,110070507501,CORESITE - DE1,518210,TRUE,
400,39.566156,-119.547974,110070507969,APPLE INC.,518210,TRUE,
401,37.400956,-121.895293,110070510303,1849 FORTUNE DRIVE,518210,TRUE,
402,42.540204,-71.628056,110070515909,NEW ENGLAND STUDIOS,518210,TRUE,
403,38.938986,-77.518402,110070516162,STERLING VA DATA CENTER (GOOGLE),518210,TRUE,
404,37.971261,-122.030312,110070521496,"JAMESTOWN CONCORD TECH BLDG C/O SRP MGMT, INC",518210,TRUE,
405,37.792418,-122.39176,110070521546,"GOOGLE, INC",518210,TRUE,
406,40.43294,-123.47231,110070522624,LEVEL 3 COMMUNICATIONS - MAD RIVER,518210,TRUE,
407,40.38532,-123.036,110070522625,LEVEL 3 COMMUNICATIONS - WILDWOOD,518210,TRUE,
408,37.37587,-121.98853,110070522894,VDC V,518210,TRUE,
409,37.400074,-121.895185,110070522895,VDC I,518210,TRUE,
410,37.402659,-121.892967,110070522927,STACK INFRASTRUCTURE,518210,TRUE,
411,37.361657,-121.943289,110070522999,"XERES VENTURES, LP (SC1)",518210,TRUE,
412,37.406819,-122.012843,110070523063,GOOGLE LLC,518210,TRUE,
413,37.405411,-121.964967,110070523131,"RS ALAMEDA, LLC ( RED SEA )",518210,TRUE,
414,37.370052,-121.947054,110070523172,2805 LAFAYETTE,518210,TRUE,
415,37.629896,-122.419515,110070523317,GOOGLE INC,518210,TRUE,
416,37.629064,-122.42447,110070523327,GOOGLE LLC,518210,TRUE,
417,37.47921,-122.171724,110070523355,FACEBOOK,518210,TRUE,
418,38.978264,-84.611653,110070526398,CYRUSONE LLC - FLORENCE DATA CENTER,518210,TRUE,
419,38.896702,-104.862315,110070540347,AGILENT TECHNOLOGIES INC - CO SPRINGS DATA CENTER,518210,TRUE,
420,35.95085,-86.8322,110070543972,FLEXENTIAL CORP.,518210,TRUE,
421,33.442589,-112.375449,110070550338,"COMPASS DATACENTERS PHX I, LLC",518210,TRUE,
422,42.28008,-71.58094,110070550595,SSB REALTY WESTBOROUGH DATA CENTER,518210,TRUE,
423,39.71908,-105.196599,110070558285,DATA DESTRUCTION LLC,"518210, 561990, 562920",TRUE,
424,38.986875,-77.579202,110070558483,LEESBURG VA DATA CENTER (GOOGLE),518210,TRUE,
425,34.160331,-118.955893,110070579167,LAPTOP GUY,518210,TRUE,
426,36.05137,-114.97257,110070595196,JASMINE DEVELOPMENT LLC,518210,TRUE,
427,45.633531,-121.207473,110070595478,DESIGN LLC,518210,TRUE,
428,34.922435,-85.744185,110070604320,"WIESSNER ENTERPRISES, LLC",518210,TRUE,
429,39.72448,-104.78029,110070604412,AMAZON DATA SERVICES - DEN-22,518210,TRUE,
430,39.02363,-77.41664,110070616738,"AMAZON DATA SERVICES, INC. IAD-116 IAD-117",518210,TRUE,
431,41.494778,-93.790639,110070616781,OSMIUM DATA CENTER,518210,TRUE,
432,33.30634,-111.95121,110070622798,FISERV,518210,TRUE,
433,38.984279,-77.425107,110070624552,"AMAZON DATA SERVICES, INC. IAD-144  IAD-145",518210,TRUE,
434,40.4505,-80.18993,110070671703,PNC BANK NATL ASSOC/PGH DATA CTR,518210,TRUE,
435,33.654717,-117.767601,110070676202,TGS - PASTEUR DATA CENTER,518210,TRUE,
436,42.002631,-87.951094,110070684456,STREAM DATA CENTERS,518210,TRUE,
437,36.151726,-95.988734,110070684706,PHILCADE LLC / IBM TULSA OK BCS BPO,518210,TRUE,
438,32.447971,-97.056184,110070801654,SHARKA,518210,TRUE,
439,42.55255,-71.21778,110070822658,EQUINIX,518210,TRUE,
440,41.21234,-95.87995,110070824275,CYRUSONE LLC,518210,TRUE,
441,38.73892,-77.50251,110070832692,"AMAZON DATA SERVICES, INC IAD-100/101/102/103",518210,TRUE,
442,34.8483,-86.6339,110070836690,"STARBELT, LLC",518210,TRUE,
443,41.827562,-88.023978,110070836709,ENSONO DATA CENTER,518210,TRUE,
444,42.023051,-87.975507,110070836892,T5@CHICAGO II LP,"339999, 518210",TRUE,
445,33.921774,-118.38632,110070850259,"AMAZON DATA SERVICES, INC - LAX61",518210,TRUE,
446,33.688619,-117.843156,110070850377,"AMAZON DATA SERVICES, INC - LAX62",518210,TRUE,
447,40.065964,-82.75441,110070861733,MONTAUK INNOVATIONS LLC,518210,TRUE,
448,42.540204,-71.628056,110070862982,UNGROWN PRODUCTIONS,518210,TRUE,
449,40.05067,-82.7557,110070866661,MONTAUK INNOVATIONS LLC (0145000570),518210,TRUE,
450,39.55254,-104.9965,110070874154,VISA USA INC - OCCS,518210,TRUE,
451,40.06899,-82.7495,110070887474,SIDECAT LLC (0145000554),518210,TRUE,
452,38.73956,-77.82534,110070890950,AMAZON DATA SERVICES - DCA-51,518210,TRUE,
453,42.04606,-71.23764,110070910263,BAKER HUGHES,518210,TRUE,
454,33.71834,-84.52366,110070924521,"T5@ATLANTA III, LLC",518210,TRUE,
455,33.07239,-80.03884,110070943304,MAGURO ENTERPRISES LLC,518210,TRUE,
456,45.143622,-93.3858,110070945564,DATABANK MSP3,518210,TRUE,
457,45.55,-122.937,110071063042,"NTT GLOBAL DATA CENTERS HI, LLC",518210,TRUE,
458,44.97189,-93.27083,110071064078,BONFE AUTO SERVICE & BODY REPAIR,"337910, 518210, 811111, 811121",TRUE,
459,33.49368,-112.06941,110071079704,LMK_PHX,518210,TRUE,
460,42.36137,-71.13608,110071132289,COUNTESS PRODUCTIONS LLC,518210,TRUE,
461,42.40659,-71.07484,110071132380,EXPEDIENT,518210,TRUE,
462,41.118406,-96.1431,110071150094,RAVEN NORTHBROOK LLC,518210,TRUE,
463,38.931186,-94.397945,110071159164,CERNER LEE'S SUMMIT DATA CENTER,"334417, 518210",TRUE,
464,45.546912,-122.929501,110071163053,"STACK INFRASTRUCTURE, INC.",518210,TRUE,
465,45.52951,-122.91691,110071163056,OR1 DATA CENTER,518210,TRUE,
466,45.55694,-122.91905,110071163057,"QTS INVESTMENT PROPERTIES HILLSBORO, LLC",518210,TRUE,
467,45.633531,-121.207473,110071163058,TLK FACILITY,518210,TRUE,
468,45.6317,-121.20326,110071163059,DLS FACILITY,518210,TRUE,
469,45.622175,-121.211105,110071163060,FORMER SMELTER SITE FACILITY,518210,TRUE,
470,45.79355,-119.37404,110071163075,PDX 80,518210,TRUE,
471,45.931026,-119.270351,110071163077,PDX 2,518210,TRUE,
472,45.902612,-119.307422,110071163078,PDX 63,518210,TRUE,
473,44.289,-120.87685,110071163186,PRINEVILLE DATA CENTER,518210,TRUE,
474,45.84084,-119.65422,110071163342,PDX 4,518210,TRUE,
475,39.559167,-104.83264,110071176548,ONENECK IT-DENVER DATA CENTER,518210,TRUE,
476,39.72561,-104.713812,110071176595,JPMORGAN CHASE - PROJECT SYCAMORE AURORA,518210,TRUE,
477,39.98669,-105.02084,110071176682,JPMORGAN CHASE - PROJ SYCAMORE-BROOMFIEL,"518210, 541513",TRUE,
478,42.37474,-71.08402,110071191933,35 MCGRATH REALTY LLC,518210,TRUE,
479,41.812293,-71.431252,110071192852,"TCS RHODE ISLAND PRODUCTIONS 1, INC",518210,TRUE,
480,39.020811,-77.434302,110071193038,"AMAZON DATA SERVICES, INC. - IAD98",518210,TRUE,
481,39.02081,-77.434023,110071193039,"AMAZON DATA SERVICES, INC. - IAD99",518210,TRUE,
482,37.411125,-121.955288,110071198796,GOOGLE LLC,"518210, 541511",TRUE,
483,27.999062,-82.535196,110071214136,WEB COMMERCE PARTNERS INC,518210,TRUE,
484,41.335824,-96.0862,110071219898,WESTWOOD SOLUTIONS LLC,518210,TRUE,
485,39.74579,-104.99139,110071232148,"CRUSOE ENERGY SYSTEMS, INC. - OXBOW",518210,TRUE,
486,42.282234,-71.421516,110071248341,HONEST SCHOLAR PRODUCTIONS LLC,518210,TRUE,
487,40.008676,-75.213537,110071251449,401 CITY AVE ASSOC/LOWER MERION,518210,TRUE,
488,37.388963,-121.966322,110071267799,AMAZON DATA SERVICES INC - SFO60,518210,TRUE,
489,35.51421,-97.59661,110071272710,TIERPOINT LLC / TIERPOINT LLC OKLAHOMA CITY,518210,TRUE,
490,39.862467,-82.997802,110071314762,MAGELLAN ENTERPRISES LLC (0125044418),518210,TRUE,
491,30.480516,-97.612875,110071319034,META ATX9025,518210,TRUE,
492,40.550428,-74.464253,110071369141,BLOOMBERG PISCATAWAY DATA CTR,518210,TRUE,
493,30.375347,-89.614675,110071393971,HEWLETT PACKARD ENTERPRISE AT STENNIS SPACE CENTER,518210,TRUE,
494,38.78412,-77.578433,110071423371,GOOGLE RLF,518210,TRUE,
495,42.102081,-70.761492,110071423893,NETFLIX PRODUCTIONS LLC,518210,TRUE,
496,39.730693,-82.682409,110071432679,TABLE MOUNTAIN LLC,518210,TRUE,
497,40.670346,-75.377118,110071442514,TIERPOINT LLC/BETHLEHEM 2 DATA CTR,518210,TRUE,
498,42.001419,-87.953696,110071468347,EQUINIX CH-5 DATA CENTER,518210,TRUE,
499,33.457777,-84.525555,110071537944,"QTS FAYETTEVILLE I, LLC",518210,TRUE,
500,33.7496,-84.38087,110071544594,"DATA CENTER FULTON, LLC",518210,TRUE,
501,38.9252,-94.7703,110071544609,DATABANK LTD MCI 3 (AIR),518210,TRUE,
502,44.73429,-93.054972,110071654357,JIMNIST LLC,518210,TRUE,
503,41.80585,-88.242388,110071655126,EDGED CHICAGO LLC,518210,TRUE,
504,33.725277,-84.617166,110071667203,ALIGNED DATA CENTERS ATL01,518210,TRUE,
505,33.808333,-84.451666,110071706404,EDGED ENERGY ATLANTA DATA CENTER,518210,TRUE,
506,42.366434,-71.159213,110071718392,486 ARSENAL WAY LLC,518210,TRUE,
507,33.40738,-86.91338,110071720367,THE CYBERDYNE DATA FACILITY,518210,TRUE,
508,37.73942,-122.37822,110071744794,"LASON, A LASON COMPANY",518210,TRUE,
509,37.42111,-122.0347,110071747403,YAHOO CORPORATE HEADQUARTERS,"481219, 518210",TRUE,
510,37.76566,-121.95921,110071747842,PACIFIC BELL,518210,TRUE,
511,37.33782,-121.91028,110071748227,VERIZON BUSINESS,518210,TRUE,
512,37.56205,-122.28682,110071748345,KEYNOTE SYSTEMS C/O ORCHARD CO,518210,TRUE,
513,37.374,-121.99064,110071748354,LEVEL 3 COMMUNICATIONS LLC,518210,TRUE,
514,37.37374,-121.99687,110071748891,"CENTURYLINK COMMUNICATIONS, LLC",518210,TRUE,
515,37.369559,-121.969465,110071749095,CYXTERA COMMUNICATIONS  LLC SC4-5,518210,TRUE,
516,37.36075,-121.94862,110071749096,SAVVIS INC,"517111, 518210",TRUE,
517,37.37762,-121.91411,110071749808,DELIVEREX,518210,TRUE,
518,37.42076,-122.08363,110071750314,GOOGLE INC,"518210, 519130",TRUE,
519,37.419,-121.941,110071751646,AT&T,518210,TRUE,
520,37.417004,-122.085624,110071751682,"GOOGLE, INC","518210, 519130",TRUE,
521,37.3768,-121.9533,110071751994,LEVEL 3 COMMUNICATIONS,518210,TRUE,
522,37.294381,-121.922363,110071752362,EBAY / WPR,518210,TRUE,
523,37.397014,-121.979677,110071753230,SAVVIS COMMUNICATIONS CORPORATION DBA CENTURYLINK,518210,TRUE,
524,37.3746,-121.955485,110071753633,1525 COMSTOCK  C/O DIGITAL REALTY TRUST,518210,TRUE,
525,37.36076,-121.94857,110071753757,MICROSOFT CORPORATION,518210,TRUE,
526,37.378312,-121.958591,110071754800,DIGITAL ALFRED  LLC,518210,TRUE,
527,37.788524,-122.390762,110071754826,DIGITAL 365  LLC,"518210, 541513",TRUE,
528,37.413248,-122.198872,110071754994,STANFORD UNIVERSITY DATA CENTER,518210,TRUE,
529,37.394176,-122.030531,110071755508,LINKEDIN CORPORATION,518210,TRUE,
530,37.376011,-121.953874,110071755604,TATA COMMUNICATIONS [AMERICA] INC,518210,TRUE,
531,37.416793,-121.955566,110071755771,"BROCADE COMMUNICATIONS SYSTEMS, INC",518210,TRUE,
532,37.510012,-122.199716,110071756347,GOOGLE INC,"518210, 531120",TRUE,
533,37.654015,-122.395751,110071756522,ALEXANDRIA REAL ESTATE EQUITIES  INC,518210,TRUE,
534,37.397848,-121.979577,110071756753,CYXTERA COMMUNICATIONS  LLC - SC8,518210,TRUE,
535,37.378018,-121.953636,110071756826,WAVE BROADBAND,518210,TRUE,
536,37.373464,-121.971087,110071756886,CORESITE REAL ESTATE,518210,TRUE,
